"uniqueid","site.name","depth","age","date.type","lat","long","dataset","ACRUBRUM","ACSACRUM","AMBROSIA","APIACEAE","ARTEMISIA","ASTERX","BETULA","CARYA","CHENOAMX","CUPRESSA","CYPERACE","FAGUS","FRAXINUX","FRAXNIGR","IVA","JUGLANSX","LAMIACEAE","LIQUIDAM","NYSSA","ONAGRACEAE","OSTRYCAR","Other","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLYGONMX","POLYPOD","QUERCUS","RUBIACEAE","RUBUS","SALIX","ULMUS","ABIES","ALNUSX","FRAXPNAM","PICEAX","BRASSICACEAE","POPULUS","TSUGAX","ASTERCICHO","ACERX","CORYLUS","RANUNCUL","ROSACEAX","THALICTRUM","TILIA","RUMEX","ALRUGOSA","POLYGONAX","JUGNIGRA","MYRICACX","URTICACX","RHAMNACEAE","FABACEAE","ERICACEX","LARIXPSEU","SARCOBATUS","EPHEDRA","CARYOPHYLL","SELAGINE","ACNEGUNA","XANTHIUM","CORNUS","LILIACEAE","ACSACNUM","EUPHORB","MALVACEAE","BORAGINACEAE","CASTANEA","ELAEAGNX","RUMEOXYR","CAPRIFOLIA","SHEPHERDIA","ERIVACCI","AQUIFOLI","ARCEUTHOBI","SCROPHUL","MAGNOLIACE","CAMPANULACEA","TAXODIUM","CACTACEAE","POLEMONI","ACPENSYL","SANGUI","PROSOPIS","PEDICULARI","pollensum","ambrosia.proportion","artemisia.proportion","NA_L2CODE","NA_L2NAME","NA_L1CODE","NA_L1NAME","NA_L2KEY","NA_L1KEY","Shape_Leng","Shape_Area","category","MeanT","Mean.Diurnal.RangeT","Isothermality","TSeasonality","MaxTWarm","MinTCold","TAnnRange","MeanTWetQ","MeanTDryQ","MeanTWarmQ","MeanTColdQ","AnnP","PrecipWetMonth","PrecipDryMonth","PrecipSeasonality","PrecipWetQ","PrecipDryQ","PrecipWarmQ","PrecipColdQ","long.1","lat.1"
29,"Lake Clementi",0,NA,NA,49.71045,-99.94635,2536,0,0,0,0,198,74,58,0,128,0,46,0,6,0,0,2,0,0,0,0,0,16,110,0,0,198,0,2,66,0,0,28,4,0,36,0,50,2,8,0,0,0,8,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,1e-05,0.187145557655955,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"NoAmbrosia",22.1053256988525,128,25,12912.859375,264.746246337891,-238.016143798828,502.762390136719,178.105331420898,-124,178.105331420898,-154.894668579102,459.242950439453,73.8946762084961,15.2267999649048,55.8946723937988,212.789352416992,51.4536018371582,212.789352416992,53.2267990112305,-99.94635,49.71045
30,"Park",0,NA,NA,45.5,-91.1,2694,4,9,71,0,1,13,114,2,10,8,20,1,0,5,2,0,0,1,0,0,6,57,189,0,1,38,0,0,71,0,0,9,14,4,1,3,4,0,6,13,0,0,4,0,9,0,1,5,11,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0.09985935302391,0.00140646976090014,"5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS","5.2  MIXED WOOD SHIELD","5  NORTHERN FORESTS",5338397.84349,248955251711,"BothPresent",53.8540000915527,130.294799804688,28,11163.7158203125,275.148803710938,-183.292007446289,458.440795898438,176.148803710938,-101.248962402344,187.85400390625,-101.248962402344,829.705200195312,112,21,47,325.748229980469,80.1029586791992,323.602233886719,80.1029586791992,-91.1,45.5
31,"Harriet",0,NA,NA,42.926389,-89.448333,2743,0,0,271,0,4,6,6,4,12,0,2,0,2,0,0,5,0,0,0,0,1,2,12,0,0,37,0,0,105,0,0,3,14,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0.546370967741935,0.00806451612903226,"8.2","CENTRAL USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.2  CENTRAL USA PLAINS","8  EASTERN TEMPERATE FORESTS",6558125.21217,225913769038,"BothPresent",76.6655426025391,116,27,10536.1220703125,282,-137.262802124023,419.262786865234,205,-68.2628021240234,205,-68.2628021240234,827.805725097656,101.262802124023,27,38.7627449035645,299.500061035156,96.9028015136719,299.500061035156,96.9028015136719,-89.448333,42.926389
32,"Rose 3 (Watts and Wright 1966)",0,NA,NA,42.75,-102.33,2940,0,0,42,0,25,2,0,0,105,0,12,0,0,0,0,0,0,0,0,0,0,9,36,0,0,50,9,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0.136807817589577,0.0814332247557003,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",75.9543304443359,157.906799316406,35,9888.9716796875,307.4443359375,-134.490005493164,441.934326171875,177.4443359375,-51.4900016784668,204.4443359375,-51.4900016784668,454.2939453125,83.5556716918945,8.51000022888184,70.9800033569336,239.113204956055,29.6032009124756,202.60319519043,29.6032009124756,-102.33,42.75
33,"Bean Lake",NA,NA,NA,47.3058,-112.429615,14117,0,0,3,0,21,9,5,0,14,6,9,0,0,0,0,0,0,0,0,0,0,18,347.5,0,0,59,0,0,0,0,0,2,0,8,0,1,9.5,2,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,1,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0.00559701492537313,0.0391791044776119,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",52.0537071228027,145.757308959961,37.7036018371582,7943.5546875,263.0537109375,-120.181198120117,383.234893798828,131.477600097656,-34,156.350112915039,-47,403.866973876953,64.1811981201172,18.5223999023438,43.6587982177734,164.308685302734,66.5671997070312,138.181198120117,67.143310546875,-112.429615,47.3058
34,"Unnamed Stock Dam",NA,-37,1,45.73753,-104.51315,14223,0,0,4,1,214,29,4,0,66,14,32,0,0,0,0,0,0,0,0,0,0,33.5,220,0,0,113,0,0,1,0,0,0,1,0,2,1,1.5,1,1,0,0,0,0,0,3,1,0,0,4,6,0,0,0,0,6,0,0,10,1,0,42,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0.00490196078431373,0.262254901960784,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",61.6828384399414,148.532043457031,32,10329.712890625,297.381225585938,-154.766021728516,452.147247314453,167.532043457031,-72.0831832885742,195.532043457031,-72.0831832885742,371.169464111328,71.2339782714844,11.5315809249878,60.2344360351562,175.618759155273,38.6147613525391,142.535583496094,38.6147613525391,-104.51315,45.73753
35,"Free Peoples Lake",NA,-35,1,47.908765,-98.729945,14254,0,0,39,1,60,11,5,0,74,5,27,0,6,0,0,0,0,0,0,0,0,45.5,37.5,0,0,72,0,0,41,0,0,6,9,0,2,0,3,1,7,0,2,0,2,0,0,0,0,1,4,0,0,0,1,0,5,0,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0.081419624217119,0.125260960334029,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",37,127.451286315918,26,12572.6298828125,276.451293945312,-211.107513427734,487.558807373047,190,-135.107513427734,190,-135.107513427734,446.084899902344,85,10.4412002563477,62.915111541748,211.558807373047,36.5260887145996,211.558807373047,36.5260887145996,-98.729945,47.908765
36,"Horseshoe Lake",NA,-35,1,44.977035,-97.327105,14449,0,0,103,1,31,4,3,0,50,5,70,0,0,0,0,1,0,0,0,0,2,87,23.5,0,0,66,0,0,6,0,0,1,4,0,0,4,0,1,6,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,6,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.5,0.211716341212744,0.0637204522096608,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",59.9200706481934,126.357528686523,26.3575305938721,11818.728515625,288.414001464844,-180.506072998047,468.920074462891,181.357528686523,-100.642471313477,204.920074462891,-100.642471313477,550.826599121094,93.5060729980469,13,58.4939308166504,248.171997070312,41,242.228469848633,41,-97.327105,44.977035
37,"Angelo",NA,-60,1,43.970095,-90.769255,19918,0,0,21,0,2,5,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,156,47,0,0,58,0,1,5,0,0,5,0,0,16,0,0,27,0,0,0,0,3,15,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0.0549738219895288,0.00523560209424084,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",66.393798828125,124.711601257324,27,11118.1142578125,284.359985351562,-165.117202758789,449.477203369141,188.393798828125,-87.4889984130859,201.393798828125,-87.4889984130859,826.549987792969,106.117202758789,23,45,315.757202148438,80,309.757202148438,80,-90.769255,43.970095
38,"Timber Lake",NA,-60,1,43.818565,-95.214875,19978,0,0,88,0,5,3,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,359,14.5,0,0,32,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538.5,0.163416898792943,0.00928505106778087,"9.2","TEMPERATE PRAIRIES","9","GREAT PLAINS","9.2  TEMPERATE PRAIRIES","9  GREAT PLAINS",12510738.5159,751237921717,"BothPresent",66.8860015869141,120,26,11706.65625,289,-169,458,209.44465637207,-94.0714569091797,209.44465637207,-94.0714569091797,704.335388183594,101.55534362793,15,51.5553436279297,284.441345214844,54,284.441345214844,54,-95.214875,43.818565
39,"Crater Lake",NA,-62,1,34.705825,-98.62506,26383,0,0,67,0,3,13,0,6,9,18,4,0,0,0,1,1,0,0,0,0,0,101,8,1,0,1,0,0,157,0,0,3,23,0,0,6,1,1,3,0,0,0,0,4,3,0,0,1,0,0,0,0,10,1,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0.144086021505376,0.00645161290322581,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",156.640716552734,136.491806030273,34.4388008117676,8762.3515625,347.754119873047,-41.7906951904297,389.544799804688,203.139907836914,40.2623100280762,266.727600097656,40.2623100280762,754.5234375,121.683601379395,28.412296295166,41,272.314178466797,97.3592910766602,208.570190429688,97.3592910766602,-98.62506,34.705825
40,"Woodbn07",0,NA,NA,42.33,-90.12,44,0,0,15,0,0,2,1,10,8,0,0,0,1,0,0,6,0,0,0,0,2,5,5,0,0,24,0,0,116,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0.0738916256157636,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",81.9382781982422,115.91480255127,27,10499.021484375,284.876556396484,-132.061721801758,416.938293457031,210.876556396484,-62.1234359741211,210.876556396484,-62.1234359741211,888.099975585938,108,30,36.0852012634277,312.061706542969,106.891319274902,312.061706542969,106.891319274902,-90.12,42.33
41,"Sheldon",0,NA,NA,43.67,-91.05,55,0,0,295,0,0,0,2,9,10,0,0,0,1,0,0,7,0,0,0,0,3,15,24,10,0,398,0,0,57,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,2,0,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.345029239766082,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",70.0362243652344,113.817596435547,26,10895.0107421875,278.225341796875,-150.367767333984,428.593109130859,201.467971801758,-80.2569732666016,202.407745361328,-80.2569732666016,815.245666503906,105.224487304688,22,45.7392883300781,310.4814453125,77.8891983032227,310.403137207031,77.8891983032227,-91.05,43.67
42,"Mazomani",0,NA,NA,43.17,-89.78,60,0,0,40,0,0,4,7,10,7,0,0,0,1,0,0,6,0,0,0,0,2,2,32,2,0,53,0,0,76,0,0,2,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0.156862745098039,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",75.859245300293,117.027244567871,27,10672.17578125,282.859252929688,-142.511154174805,425.370391845703,206.543334960938,-70.4839172363281,206.543334960938,-70.4839172363281,811.395263671875,101.140754699707,26.2419567108154,40,296.765441894531,92.7258682250977,296.765441894531,92.7258682250977,-89.78,43.17
43,"Brighm25",0,NA,NA,43.05,-89.87,65,0,0,34,0,0,4,6,14,3,1,0,0,1,0,0,9,0,0,0,0,4,1,14,0,0,35,0,0,93,0,0,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0.147826086956522,1e-05,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"NoArtemisia",73.8287963867188,116.756172180176,27,10649.15625,280.5849609375,-144.270797729492,424.855773925781,203.901428222656,-72.1981735229492,203.901428222656,-72.1981735229492,836.555114746094,102.827774047852,27.2438278198242,39,305.170166015625,97.3154296875,305.170166015625,97.3154296875,-89.87,43.05
44,"Site 32 (Swain unpublished)",0,NA,NA,46.22,-91.8,102,0,0,21,0,8,3,39,0,3,2,3,0,2,0,0,1,0,0,0,0,7,3,258,0,0,6,0,0,40,0,0,1,6,2,25,0,6,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0.0476190476190476,0.018140589569161,"5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS","5.2  MIXED WOOD SHIELD","5  NORTHERN FORESTS",5338397.84349,248955251711,"BothPresent",42.839599609375,136,28,11613.44921875,275,-209,484,183.147201538086,-119,183.147201538086,-119,652.558410644531,97,13.7417392730713,56,280,53.7417373657227,280,53.7417373657227,-91.8,46.22
45,"Site 69 (Delcourt  et al. 1983)",0,NA,NA,29.93,-94.28,648,1,0,1,1,0,6,0,0,2,0,9,0,6,4,1,0,0,4,0,0,2,5,251,0,0,6,0,0,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0.00301204819277108,1e-05,"9.5","TEXAS-LOUISIANA COASTAL PLAIN","9","GREAT PLAINS","9.5  TEXAS-LOUISIANA COASTAL PLAIN","9  GREAT PLAINS",5633525.24274,90007410691.1,"NoArtemisia",200.152404785156,108.749389648438,38,6293.90283203125,332.901794433594,51.0033950805664,281.898406982422,262.698608398438,160.698593139648,276.600372314453,115.152397155762,1384.18908691406,152.152404785156,82.8476028442383,18,399.231201171875,262.285400390625,385.78662109375,321.476013183594,-94.28,29.93
46,"GMM104",0,NA,NA,53.933333,-111.333333,917,0,0,0,0,70,5,62,0,5,0,14,0,0,0,0,0,0,0,0,0,0,25,197,0,0,25,0,3,0,0,0,18,0,1,15,0,118,3,5,0,2,0,5,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,1e-05,0.121107266435986,"5.4","BOREAL PLAIN","5","NORTHERN FORESTS","5.4  BOREAL PLAIN","5  NORTHERN FORESTS",7681115.445,688274409977,"NoAmbrosia",13.6828002929688,120,26.2105751037598,11543.70703125,226.472229003906,-218.634399414062,445.106628417969,150.570053100586,-75.4629745483398,150.570053100586,-143.317199707031,449.523468017578,83.210578918457,14,65,228.738357543945,54.527774810791,228.738357543945,57.2105751037598,-111.333333,53.933333
47,"Lake Wee-ma-tuk",0,NA,NA,40.55,-90.17,946,0,0,95,0,1,5,1,7,4,1,0,1,7,0,0,3,0,0,0,0,1,3,2,0,3,15,0,0,136,0,0,5,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0.313531353135314,0.0033003300330033,"8.3","SOUTHEASTERN USA PLAINS","8","EASTERN TEMPERATE FORESTS","8.3  SOUTHEASTERN USA PLAINS","8  EASTERN TEMPERATE FORESTS",17925881.4618,819013899914,"BothPresent",104.948402404785,116.262138366699,28,10184.826171875,302.911071777344,-103.051597595215,405.962677001953,208.948394775391,-35.0516014099121,228.948394775391,-35.0516014099121,950.170776367188,107.014259338379,36.9857368469238,29,308.051605224609,135.657745361328,299.117462158203,135.657745361328,-90.17,40.55
48,"JHMS19 (McAndrews and Wright 1969)",0,NA,NA,44.283333,-105.533333,1339,0,0,0,0,175,66,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,26,12,0,0,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1e-05,0.484764542936288,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"NoAmbrosia",65.4810104370117,146.551193237305,33.498592376709,9545.0673828125,296.979614257812,-134.624206542969,431.603820800781,108.979598999023,-56.5716018676758,191.481002807617,-56.5716018676758,394.062805175781,73.122802734375,13.1227998733521,59.8070068359375,186.175415039062,42.1227989196777,142.747009277344,42.1227989196777,-105.533333,44.283333
49,"JHMS30 (McAndrews and Wright 1969)",0,NA,NA,45.066667,-100.35,1351,0,0,5,0,264,14,0,0,31,0,3,0,0,1,0,0,0,0,0,0,0,171,1,0,0,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0.00946969696969697,0.5,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",73.5283966064453,133.593475341797,28,11561.154296875,311.121887207031,-158.138000488281,469.259887695312,191.121887207031,-81.0729217529297,218.121887207031,-81.0729217529297,435.894592285156,76.4065170288086,9,60.4065208435059,200.675033569336,33,181.675033569336,33,-100.35,45.066667
50,"Site 1 (Heide unpublished)",0,NA,NA,47.13,-99.23,1526,0,0,14,0,11,9,0,0,94,0,180,0,0,0,0,0,0,0,0,0,0,1,13,0,0,45,0,0,3,0,0,10,0,6,1,0,3,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0.035,0.0275,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",45.3720016479492,131.451889038086,27,12114.9677734375,283.822814941406,-196.548110961914,480.370910644531,169.920120239258,-118.725318908691,194.451889038086,-118.725318908691,431.610565185547,88.0798797607422,7,70.0983963012695,211.079879760742,25.1772003173828,209.079879760742,25.1772003173828,-99.23,47.13
51,"K6 (Kapp 1965]",0,NA,NA,38.95,-99.33,2275,0,0,115,0,3,179,0,0,162,1,5,0,0,0,0,0,0,0,0,0,0,9,3,0,0,11,0,0,7,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,0.227722772277228,0.00594059405940594,"9.4","SOUTH CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.4  SOUTH CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",8068725.65061,989587175818,"BothPresent",116,145.452392578125,33.9888305664062,9841.64453125,332.443176269531,-94.0204010009766,426.463562011719,217,-11.5679998397827,243,-11.5679998397827,588.661254882812,90,10.5568284988403,56.4227714538574,258.536437988281,40.556827545166,245.979598999023,40.556827545166,-99.33,38.95
52,"Marchand Lake",0,NA,NA,49.4335,-96.3763,2531,0,0,0,0,8,43,29,0,13,0,50,0,2,0,0,0,0,0,0,0,0,100,654,0,0,56,0,0,4,0,0,15,0,0,27,0,77,0,4,0,0,0,8,4,0,4,0,0,0,0,0,0,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,1e-05,0.00711111111111111,"5.2","MIXED WOOD SHIELD","5","NORTHERN FORESTS","5.2  MIXED WOOD SHIELD","5  NORTHERN FORESTS",5338397.84349,248955251711,"NoAmbrosia",20.5297775268555,114.77799987793,23,12925.208984375,253,-236.604400634766,489.604400634766,175,-135.470230102539,175,-158.162445068359,514.432861328125,84,14.6922235488892,55.6901779174805,229.826400756836,55.9142227172852,229.826400756836,55.9142227172852,-96.3763,49.4335
53,"Silver Birch",0,NA,NA,44.598056,-92.027222,2681,0,0,91,0,2,2,47,4,8,0,4,0,4,0,0,1,0,0,0,0,2,4,45,0,0,21,0,0,79,0,0,7,17,0,12,0,1,0,0,3,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0.25207756232687,0.00554016620498615,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",71.2863616943359,123.088836669922,27,11358.5546875,290.326721191406,-164.401245117188,454.727966308594,208.326721191406,-85.7136383056641,208.326721191406,-85.7136383056641,797.033447265625,107.142837524414,18.3124008178711,48,312.9453125,71.3124008178711,312.9453125,71.3124008178711,-92.027222,44.598056
54,"Pogonia Bog Pond",0,NA,NA,45.03503,-93.6305,3534,0,10,10,0,4,1,19,7,6,1,4,0,0,2,0,0,2,0,0,0,8,81,24,1,1,78,0,19,55,0,0,3,35,0,5,2,1,1,1,0,0,1,1,0,6,0,11,0,0,0,1,0,13,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0.0234192037470726,0.00936768149882904,"8.1","MIXED WOOD PLAINS","8","EASTERN TEMPERATE FORESTS","8.1  MIXED WOOD PLAINS","8  EASTERN TEMPERATE FORESTS",3190053.60936,130088054380,"BothPresent",67,120.342796325684,26,11552.1962890625,286.432952880859,-169.432968139648,455.865936279297,207,-91.704231262207,207,-91.704231262207,759.228149414062,111.704231262207,20,49.704231262207,312.408477783203,69,312.408477783203,69,-93.6305,45.03503
55,"South Fork Dry Blood Creek Reservoir",NA,NA,NA,47.207895,-108.3544,14131,0,0,1,0,121,13.5,1,0,67,26,32,0,0,0,0,0,0,0,0,0,0,203.5,164,0,0,74,0,0,4,0,0,0,1,2,2,0,1,0,0,0,1,0,0,0,1,3,0,2,2,0,0,0,0,0,13.5,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744.5,0.00134318334452653,0.16252518468771,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",71.0670166015625,158.69221496582,35,9675.4130859375,303.799407958984,-141.178802490234,444.978210449219,169.312835693359,-54.6653861999512,196.312835693359,-54.6653861999512,352.815704345703,69.8659744262695,8.93298530578613,63.2458152770996,170.798950195312,35.6871719360352,136.932983398438,35.6871719360352,-108.3544,47.207895
56,"Lake Isabel",NA,-35,1,46.81848,-99.749755,14298,0,0,58,0,85,5,2,0,106,5,19,0,1,0,0,0,0,0,0,0,1,36,54.5,0,0,62,0,0,6,0,0,4,4,0,1,1,1.5,3,4,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,2,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0.120582120582121,0.176715176715177,"9.3","WEST-CENTRAL SEMIARID PRAIRIES","9","GREAT PLAINS","9.3  WEST-CENTRAL SEMIARID PRAIRIES","9  GREAT PLAINS",9619206.40931,817886943524,"BothPresent",51.3813972473145,135,27,12047.228515625,291.381408691406,-192,483.381408691406,174.381393432617,-112,199.920989990234,-112,430.801422119141,84,10,64.1059875488281,206,32,192.447006225586,32,-99.749755,46.81848
